38,3,3,2,1,2,2,1,2,2,1,2,4,3,1,2,2,4,3,3,3,1,2,1,3,5,3,1,1,5,2,3,5,1,1,3,5,1,5,3,2,2,5,5,5,2,1,2,5,3,2,3,1,3,3,3,3,5,5,2,5
39,4,4,3,2,4,2,4,3,3,4,3,1,1,4,4,1,2,1,4,2,5,5,2,5,5,5,1,1,1,3,3,5,1,1,3,3,5,5,3,2,5,2,1,1,2,2,1,3,2,2,5,3,1,3,2,5,3,5,5,5
40,2,1,2,2,1,1,3,4,4,2,2,4,3,3,1,1,1,1,4,3,1,1,3,1,2,1,3,1,1,3,3,5,3,1,5,5,2,2,2,2,1,1,2,2,5,3,1,3,3,3,5,3,1,2,2,1,1,3,1,1
37,1,2,1,3,1,3,3,1,3,3,2,1,2,2,2,2,4,3,1,1,3,2,5,2,5,2,2,1,1,3,3,5,3,1,3,1,5,2,1,2,2,2,5,3,1,2,3,1,2,2,5,5,3,5,5,3,2,1,2,2
46,3,4,3,2,2,2,1,4,2,1,2,2,1,1,2,3,2,2,1,2,2,2,5,3,3,1,2,2,3,3,3,5,3,1,3,5,3,2,2,5,3,3,3,2,5,1,3,2,2,2,5,3,5,2,2,5,3,1,3,2
47,2,1,2,3,1,4,2,4,4,4,2,4,2,1,3,1,3,1,3,5,1,2,2,1,3,1,2,2,2,3,3,5,3,1,3,1,3,2,2,2,2,2,1,5,5,2,2,1,1,5,3,2,1,2,2,2,2,2,3,1
48,1,3,2,3,3,3,1,3,1,1,4,3,3,3,1,2,2,3,4,2,5,2,2,1,3,1,5,1,2,3,3,5,3,1,3,3,3,2,2,1,3,2,2,2,5,2,1,3,3,2,1,3,3,1,3,3,3,5,5,2
49,1,4,3,1,3,1,1,3,1,1,2,4,3,3,3,3,3,2,4,3,5,2,5,5,5,2,5,1,5,3,3,5,1,3,3,2,1,5,3,2,5,5,1,3,2,1,3,2,2,2,2,1,1,1,2,5,2,1,5,3
50,4,2,1,3,1,4,3,4,2,1,4,3,4,1,2,1,2,2,3,1,2,5,3,3,1,1,1,1,1,3,3,5,1,1,1,2,3,2,1,1,3,3,3,1,5,5,3,3,1,2,1,5,5,3,2,2,2,1,2,2
60,3,1,4,2,2,3,2,2,3,2,2,2,3,4,2,2,1,2,1,2,2,2,3,2,2,3,2,2,1,3,3,5,1,1,3,2,2,2,3,3,2,2,1,3,2,2,3,1,2,2,3,3,3,3,2,1,5,3,2,3
56,2,2,2,4,2,2,1,4,2,3,4,3,3,3,3,2,3,2,2,2,2,1,3,3,2,1,2,2,1,3,3,5,1,3,3,3,3,1,3,2,5,3,3,2,5,3,3,3,5,3,3,3,3,2,1,3,2,2,2,2
57,2,2,2,1,1,3,3,2,2,1,1,2,2,3,2,3,1,3,1,1,3,1,5,3,1,2,2,2,1,3,3,5,3,1,3,5,3,3,2,2,2,3,2,5,1,2,2,5,2,5,5,2,5,3,3,5,3,3,2,2
58,2,4,3,1,3,3,2,1,2,4,2,4,4,2,2,1,3,2,2,5,5,2,2,5,5,2,2,5,3,3,3,5,3,1,3,5,3,3,1,3,1,2,5,3,5,2,5,2,2,2,3,3,2,5,2,5,3,2,2,5
59,3,2,2,2,4,3,3,2,1,2,2,2,1,3,2,1,2,1,1,5,3,1,1,3,1,5,2,1,1,3,3,5,3,3,3,5,3,5,2,5,5,5,2,2,5,3,2,2,5,3,1,3,2,5,3,1,2,2,5,3
70,3,1,4,2,2,3,2,2,3,2,2,2,3,4,2,2,1,2,1,2,2,2,3,2,2,3,2,2,1,3,3,5,1,1,3,2,2,2,3,3,2,2,1,3,2,2,3,1,2,2,3,3,3,3,2,1,5,3,2,3
66,2,2,2,4,2,2,1,4,2,3,4,3,3,3,3,2,3,2,2,2,2,1,3,3,2,1,2,2,1,3,3,5,1,3,3,3,3,1,3,2,5,3,3,2,5,3,3,3,5,3,3,3,3,2,1,3,2,2,2,2
67,2,2,2,1,1,3,3,2,2,1,1,2,2,3,2,3,1,3,1,1,3,1,5,3,1,2,2,2,1,3,3,5,3,1,3,5,3,3,2,2,2,3,2,5,1,2,2,5,2,5,5,2,5,3,3,5,3,3,2,2
68,2,4,3,1,3,3,2,1,2,4,2,4,4,2,2,1,3,2,2,5,5,2,2,5,5,2,2,5,3,3,3,5,3,1,3,5,3,3,1,3,1,2,5,3,5,2,5,2,2,2,3,3,2,5,2,5,3,2,2,5
69,3,2,2,2,4,3,3,2,1,2,2,2,1,3,2,1,2,1,1,5,3,1,1,3,1,5,2,1,1,3,3,5,3,3,3,5,3,5,2,5,5,5,2,2,5,3,2,2,5,3,1,3,2,5,3,1,2,2,5,3
80,2,2,3,2,2,2,2,4,2,2,3,2,2,3,4,2,3,2,3,5,5,5,2,5,2,5,3,2,2,3,3,5,3,1,3,2,3,2,2,2,2,3,2,2,2,2,3,3,3,3,2,2,5,3,1,3,2,5,3,3
76,2,2,4,4,2,2,1,4,2,3,4,2,3,3,3,2,3,2,2,2,2,1,3,1,2,1,2,2,1,3,3,5,3,1,3,5,3,3,1,5,3,3,2,3,2,2,3,2,3,3,3,3,2,5,2,2,5,3,3,3
77,2,2,2,1,1,3,3,2,2,1,1,2,1,3,1,3,1,3,1,1,3,1,5,3,1,2,5,2,1,3,3,5,3,1,3,3,2,5,2,3,3,2,2,3,1,2,3,2,2,2,3,5,3,2,5,2,2,5,2,2
78,2,3,3,1,3,3,2,3,2,4,3,4,4,2,2,1,3,2,2,5,5,2,2,5,5,2,2,5,3,3,3,5,1,3,3,5,3,5,5,3,5,3,1,3,2,5,1,1,1,3,3,5,5,5,2,5,1,2,5,2
79,3,2,2,2,4,3,3,2,3,2,2,2,1,3,2,1,2,2,1,5,3,1,1,3,1,5,2,1,1,3,3,5,3,1,3,5,2,3,1,3,3,3,3,5,5,3,3,5,3,3,2,2,2,5,2,5,3,2,2,5
102,3,2,2,2,1,3,1,2,3,2,2,2,3,2,2,4,4,2,3,1,2,1,1,3,2,2,2,1,1,1,3,5,3,1,3,2,3,2,3,2,3,2,3,3,3,3,3,2,5,2,2,3,3,3,3,1,2,3,3,3
92,2,1,1,3,2,2,4,3,1,1,1,2,2,1,4,2,4,4,1,5,1,2,5,1,5,3,3,2,1,3,3,5,1,1,3,5,2,2,1,5,1,2,1,3,1,1,3,1,3,2,2,2,5,2,5,2,5,2,2,2
93,2,1,1,3,4,4,4,3,1,2,4,1,2,4,1,2,1,4,3,2,2,5,3,2,5,1,5,2,3,2,3,5,3,1,3,5,5,3,2,2,2,2,2,1,1,2,2,2,1,2,1,3,3,5,2,2,5,1,3,3
94,1,3,4,3,3,1,3,2,2,1,1,4,2,2,2,2,4,3,3,1,1,2,2,1,3,3,2,5,3,1,3,5,3,1,3,5,3,1,5,3,3,3,2,2,5,3,3,1,1,3,3,3,3,2,2,1,5,3,2,5
95,2,2,1,4,2,2,4,3,4,3,2,4,3,2,1,4,3,2,3,2,2,1,2,2,1,3,2,2,2,1,3,5,3,1,3,5,1,3,3,1,5,2,1,2,2,3,2,2,2,5,3,2,2,2,1,3,3,3,2,2
96,2,4,2,4,4,3,2,2,4,3,3,1,2,1,4,3,4,2,2,1,3,3,2,2,5,1,2,2,1,3,3,5,3,3,3,5,2,2,5,3,5,3,1,3,1,1,3,3,1,1,5,3,3,1,3,1,3,3,2,5
97,3,1,3,3,4,3,3,3,2,4,2,3,3,2,2,3,1,1,3,5,1,3,5,1,1,1,1,3,1,3,3,5,3,1,3,3,3,2,2,5,3,3,3,2,5,3,3,2,2,1,5,3,3,3,3,5,2,2,2,5
98,1,3,3,2,4,3,2,3,3,2,1,3,3,1,1,1,1,2,1,5,3,2,1,2,5,5,2,3,1,3,3,5,1,1,3,2,3,3,3,2,2,1,3,3,3,1,3,5,3,3,3,3,1,3,3,1,1,2,2,1
99,3,1,1,3,2,2,3,3,1,2,1,2,3,3,1,3,2,1,4,3,2,1,3,5,2,1,5,5,2,3,3,5,3,1,3,2,5,2,5,3,5,5,2,2,2,2,5,3,3,3,2,2,5,3,5,5,2,1,1,5
100,3,3,2,4,4,4,1,2,4,3,1,1,3,1,3,3,1,3,4,5,5,1,1,1,1,3,3,2,5,3,3,5,3,1,3,5,3,3,3,5,3,5,3,1,3,2,2,1,5,1,2,5,3,3,2,2,5,5,3,1
101,2,2,4,1,4,3,3,3,1,4,3,2,2,1,2,2,4,4,2,1,3,2,2,5,2,5,3,2,1,3,3,5,1,3,3,5,5,2,2,5,3,5,2,5,3,3,3,2,5,5,2,5,3,3,3,2,1,3,5,5
104,3,1,3,3,4,3,3,3,2,4,2,3,3,2,2,3,1,1,3,5,1,3,5,1,1,1,1,3,1,3,3,5,3,1,3,3,3,2,2,5,3,3,3,2,5,3,3,2,2,1,5,3,3,3,3,5,2,2,2,5
131,3,1,1,2,1,2,4,3,2,1,4,1,3,1,1,1,4,3,1,1,5,1,5,3,3,1,1,5,1,3,3,5,3,1,3,1,5,1,5,5,5,5,3,5,3,5,5,5,5,5,2,5,5,3,5,2,5,5,5,5
124,1,4,3,4,1,2,4,3,2,1,3,1,3,1,4,1,1,3,4,5,5,1,3,2,5,3,1,2,2,5,3,5,1,1,3,5,5,5,5,3,2,5,5,1,5,1,5,1,1,1,5,3,5,1,2,5,5,5,1,1
127,3,1,1,2,1,3,4,2,4,4,2,1,3,3,3,4,3,4,4,5,1,3,1,1,1,1,2,2,1,3,3,5,3,1,3,5,3,1,1,5,1,1,5,5,5,5,1,1,1,1,1,1,3,2,1,5,5,3,5,3
128,4,3,1,1,3,1,1,3,1,2,1,3,3,3,1,3,1,2,1,5,5,2,1,5,3,1,1,2,1,1,3,5,1,1,3,3,1,5,2,2,1,3,5,5,5,1,1,1,3,3,5,1,3,1,5,3,2,1,1,1
129,3,1,1,1,1,4,3,2,1,3,4,4,3,1,1,4,3,2,4,5,2,2,1,1,1,2,1,1,1,3,3,5,1,5,2,1,5,1,5,5,5,3,2,3,5,3,3,1,5,1,5,2,5,3,1,1,2,2,1,3
130,1,1,1,4,4,4,4,3,3,3,1,2,2,2,3,1,1,2,4,5,5,2,2,1,1,3,2,2,1,5,3,5,1,1,3,5,5,2,1,1,3,5,5,2,5,1,5,2,5,1,3,3,3,1,1,3,1,3,3,3
132,3,3,1,3,1,4,3,4,3,2,4,3,3,1,4,4,3,4,2,5,3,2,1,3,3,1,5,3,3,3,3,5,3,1,3,3,1,3,5,2,5,5,3,2,5,5,2,5,5,1,1,1,1,5,1,3,1,1,3,1
119,4,4,2,1,3,3,3,3,1,1,1,1,1,1,1,4,1,4,2,5,5,2,5,5,3,3,2,1,1,3,3,5,1,1,2,1,2,1,2,5,2,5,3,5,1,1,1,5,3,2,1,5,3,5,5,2,1,5,3,2
120,3,1,1,1,1,2,2,2,4,2,4,4,3,1,1,4,3,2,2,1,1,3,1,5,1,1,1,3,3,1,3,5,1,1,3,5,5,3,2,5,2,5,1,3,1,1,5,5,5,5,1,3,3,3,3,1,3,5,1,5
121,3,1,1,1,2,4,1,3,3,1,3,1,1,4,1,4,4,1,2,5,5,1,2,1,1,1,1,5,3,2,3,5,1,5,3,5,5,5,5,5,3,5,1,1,1,2,1,3,5,1,5,5,5,5,5,1,3,5,3,1
122,3,1,2,1,1,1,2,4,1,4,4,3,3,2,2,4,3,4,3,3,2,3,1,3,3,3,1,3,2,3,3,5,3,1,3,5,3,5,2,5,3,2,5,5,3,3,5,5,5,3,3,5,2,2,2,1,5,2,5,2
123,3,3,3,4,3,4,1,3,2,3,2,4,3,2,1,1,1,2,3,1,5,3,1,1,3,2,1,1,3,1,3,5,1,1,3,1,1,1,2,5,3,5,5,1,2,5,5,3,2,5,1,3,2,1,5,3,3,1,1,1
125,2,1,3,3,1,1,2,1,3,3,1,1,3,4,2,4,3,2,4,5,5,3,2,5,3,1,1,3,1,3,3,5,1,2,1,5,3,2,1,3,2,5,2,1,5,5,5,2,1,5,1,2,5,2,1,1,1,1,5,1
126,3,4,3,2,4,3,2,4,4,4,3,3,3,1,3,4,4,4,1,1,1,5,5,1,2,5,5,2,1,3,3,5,1,1,2,1,1,1,1,2,1,5,5,2,1,3,1,2,1,1,3,2,2,5,3,1,1,5,1,2
144,3,2,2,2,2,3,3,2,3,2,2,2,1,2,2,2,3,2,1,2,2,2,2,5,2,2,2,2,1,3,3,5,2,1,3,5,3,2,3,5,3,2,2,2,3,2,3,2,3,5,3,5,2,5,3,3,3,3,3,3
140,1,2,3,3,2,4,2,2,2,3,3,3,1,2,2,4,2,3,3,2,1,3,3,1,5,3,3,1,1,3,3,5,1,5,3,1,3,2,2,5,2,2,5,2,5,2,2,5,5,5,5,3,2,2,2,1,5,5,3,2
141,4,3,1,1,3,1,1,1,1,2,2,1,1,3,1,4,2,1,4,2,5,5,5,3,5,3,3,5,3,3,3,5,3,1,3,5,5,3,2,3,3,3,2,1,3,3,2,3,3,3,5,3,3,5,3,2,1,3,2,1
142,1,4,2,1,4,3,3,1,3,1,1,3,3,3,3,2,1,3,2,5,3,3,5,5,2,2,1,2,5,3,3,5,3,1,3,5,3,3,3,2,2,2,5,3,3,5,3,3,3,3,5,3,1,3,1,3,3,2,1,3
143,3,4,3,2,1,3,2,1,1,3,3,1,3,1,1,3,1,3,4,5,5,3,1,3,2,3,1,2,3,3,3,5,1,1,3,3,2,1,2,5,3,1,2,2,2,1,1,3,5,3,3,3,3,1,5,2,2,5,3,3
139,4,4,2,4,1,4,3,1,3,1,1,1,2,3,4,3,3,2,1,5,5,3,5,3,2,3,2,1,1,3,3,5,3,3,3,2,2,2,2,3,2,3,3,3,1,2,3,3,3,3,2,1,3,2,5,2,2,3,3,3
166,1,4,4,2,2,1,3,3,3,3,4,3,4,3,4,4,4,2,3,5,2,3,1,3,1,5,3,2,1,2,3,5,1,1,3,1,1,1,5,2,2,1,5,5,5,5,5,2,5,1,5,5,3,5,5,2,1,1,2,5
167,1,3,1,4,4,4,3,3,3,1,3,1,1,3,1,1,1,1,4,5,5,2,1,1,1,3,2,2,5,5,3,5,1,1,3,5,5,1,1,1,1,5,1,5,5,3,1,5,3,1,1,5,2,1,1,1,5,5,5,1
168,3,1,3,4,2,1,3,2,4,3,1,1,1,1,4,4,3,4,3,1,2,1,1,1,5,2,1,2,5,5,3,5,1,1,3,5,1,2,1,5,5,2,5,1,1,5,5,3,5,3,3,1,3,1,5,5,2,5,5,5
169,4,2,1,4,3,1,2,1,1,4,3,1,1,3,1,3,1,2,1,5,5,5,5,5,3,1,1,1,1,1,3,5,1,1,3,5,1,1,5,2,1,3,1,5,3,5,5,5,1,5,1,3,5,5,2,1,1,1,1,5
170,3,2,4,3,1,4,1,1,1,3,2,4,3,2,2,4,3,2,2,5,3,5,5,3,2,2,1,1,1,3,3,5,1,5,5,1,5,3,2,1,1,1,1,3,1,1,5,1,3,1,1,1,1,1,1,1,3,1,3,5
171,1,1,1,1,4,4,4,3,3,1,3,1,1,1,3,1,3,2,4,5,5,2,1,1,1,3,2,1,5,3,3,5,1,1,1,5,1,2,5,5,5,5,1,1,1,2,1,5,1,3,5,5,3,3,2,1,5,2,5,5
172,3,3,1,3,1,4,2,4,3,2,4,4,3,1,1,4,3,4,3,2,5,3,1,5,3,1,2,1,3,3,3,5,1,1,1,3,1,3,5,2,3,5,2,3,1,5,1,5,3,2,5,5,5,5,5,3,3,5,1,3
159,4,3,2,4,3,1,3,3,2,1,1,1,3,3,1,4,3,4,2,5,5,2,2,5,3,3,3,2,1,5,3,5,1,1,3,5,1,3,1,5,1,1,3,1,1,1,5,5,1,5,5,2,5,5,5,5,1,5,1,3
160,3,2,1,3,1,4,2,2,4,2,1,4,3,1,1,4,3,2,4,1,5,3,2,2,1,1,1,3,5,3,3,5,1,3,3,5,5,5,1,5,5,3,5,5,3,3,1,1,1,1,1,1,1,5,3,5,1,3,5,5
161,3,2,1,3,2,4,4,3,3,1,3,1,3,4,1,2,1,1,1,5,5,2,2,1,3,1,1,5,3,2,3,5,1,1,3,5,1,1,5,5,5,5,5,1,5,5,3,1,2,5,3,1,5,5,5,5,5,5,5,5
162,3,2,1,1,1,1,1,3,1,1,4,3,2,2,2,4,3,4,3,2,1,3,1,1,3,1,2,5,1,5,3,5,3,1,3,5,2,5,5,5,1,1,1,1,1,1,1,5,1,5,1,1,5,1,1,1,5,5,1,1
163,4,3,1,3,1,1,3,3,1,3,1,3,1,2,1,1,1,4,2,1,1,3,1,1,1,2,1,1,1,2,3,5,3,1,3,3,1,3,5,1,5,5,5,2,1,5,5,1,2,5,3,2,1,5,3,5,3,5,5,5
164,3,1,2,3,1,4,1,1,3,3,1,3,1,2,2,4,3,2,4,5,5,3,2,2,3,1,3,3,1,3,3,5,1,2,5,1,2,1,3,5,5,2,5,2,5,5,2,1,5,5,5,5,1,1,5,1,5,3,5,2
165,2,4,4,1,4,1,1,2,1,4,2,1,2,1,4,4,4,1,1,1,1,3,2,1,5,2,5,2,1,3,3,5,1,1,2,5,1,5,1,5,5,5,5,3,1,1,5,5,5,5,5,5,1,1,1,1,1,1,3,5
164,3,1,2,3,1,4,1,1,3,3,1,3,1,2,2,4,3,2,4,5,5,3,2,2,3,1,3,3,1,3,3,5,1,2,5,1,2,1,3,5,5,2,5,2,5,5,2,1,5,5,5,5,1,1,5,1,5,3,5,2
190,3,3,2,4,1,2,1,3,2,4,2,4,2,2,2,4,3,3,3,2,1,5,2,1,5,2,2,2,1,3,3,5,1,1,5,3,1,3,3,2,5,2,2,2,2,1,3,2,2,5,3,2,2,2,5,1,2,1,2,1
191,2,2,1,1,3,1,1,2,2,4,2,1,4,2,1,4,3,4,4,2,2,5,3,3,3,5,3,1,2,3,3,5,3,1,3,5,3,1,3,2,2,1,3,2,2,5,5,2,2,1,3,2,2,2,2,3,2,1,3,2
192,3,1,2,2,3,2,4,4,2,2,2,3,4,1,2,3,4,3,3,2,5,2,5,3,5,2,2,1,1,3,3,5,1,1,3,5,3,2,5,3,3,3,2,5,1,2,2,5,5,1,3,1,3,5,2,2,5,2,2,1
183,4,2,4,2,2,3,4,3,3,4,3,1,1,4,2,3,3,3,2,2,1,1,3,1,1,1,3,2,1,3,3,5,3,3,1,3,2,5,3,3,3,3,2,2,2,3,3,2,5,3,5,3,3,3,3,5,2,1,3,3
184,1,2,3,2,1,3,2,4,2,1,4,2,4,2,2,1,1,2,1,5,3,3,1,2,1,5,5,3,1,5,3,5,3,2,3,1,2,2,2,2,2,3,3,3,2,2,1,1,3,3,3,5,3,3,3,3,2,5,3,3
185,2,4,3,3,4,3,2,1,3,3,1,1,4,3,3,2,4,3,3,2,3,1,1,3,2,1,2,2,1,3,3,5,3,1,5,3,3,3,3,3,2,5,3,3,5,3,3,3,5,3,5,3,2,5,3,3,3,2,1,2
186,2,2,2,4,3,3,1,2,2,2,3,4,2,4,3,4,3,1,2,2,2,1,5,2,5,2,1,5,3,3,3,5,1,1,5,3,1,2,2,2,2,2,5,5,2,2,5,3,2,2,2,5,3,3,2,1,5,2,2,5
187,1,2,2,2,2,2,3,2,3,3,2,4,4,2,4,4,2,2,4,2,5,5,2,3,5,3,3,1,3,3,3,5,3,2,3,5,3,3,5,3,3,2,2,2,5,3,3,3,1,3,5,3,3,3,3,3,3,5,5,3
188,3,2,4,1,2,2,2,2,2,4,3,2,3,1,3,3,3,1,3,2,5,2,2,1,5,2,5,5,2,3,3,5,1,3,3,2,2,5,3,3,3,3,1,5,3,1,3,5,3,3,2,1,3,3,5,3,2,5,3,2
189,2,2,2,3,3,2,2,3,3,1,4,3,4,4,1,2,3,3,1,3,1,3,2,3,1,3,1,3,2,3,3,5,3,1,3,5,3,2,2,3,5,3,3,3,3,5,3,3,2,2,5,3,1,3,3,3,3,3,1,2
210,3,3,2,4,1,2,1,3,2,4,2,4,2,2,2,4,3,3,3,2,3,5,2,1,5,2,2,2,1,3,3,5,1,1,5,3,1,3,3,2,5,2,2,2,2,1,1,3,2,5,3,5,5,2,2,1,2,1,2,1
211,2,2,1,1,3,1,1,2,2,4,2,1,4,2,2,4,2,4,4,2,2,5,3,3,3,2,3,1,5,3,3,5,3,1,3,5,3,1,3,2,1,1,3,3,2,2,5,3,5,2,2,1,3,2,2,2,2,3,5,1
212,3,1,2,2,3,2,4,4,2,2,2,1,4,1,2,2,4,3,3,2,5,2,5,3,5,2,2,1,1,3,3,5,1,1,3,3,3,2,5,3,3,3,2,2,1,2,2,5,2,1,3,1,3,5,2,2,5,2,2,1
203,4,2,4,2,2,3,4,3,1,4,3,1,1,2,2,3,3,3,2,2,1,1,3,2,1,1,3,2,1,3,3,5,3,1,3,2,5,3,3,3,3,2,2,2,3,2,5,3,5,3,3,3,3,5,2,1,3,3,1,2
204,1,2,4,2,1,3,2,4,2,1,4,2,4,2,2,1,1,2,1,5,3,3,1,2,1,5,5,3,1,2,3,5,3,2,3,1,2,2,2,2,2,3,3,3,2,2,1,1,3,3,3,2,5,3,3,3,3,2,5,3
205,2,4,3,3,4,3,2,1,3,3,1,1,4,3,3,2,4,3,3,2,1,1,1,3,2,1,2,2,1,3,3,5,3,1,5,3,3,3,3,3,2,5,3,3,5,3,3,3,5,3,5,3,3,3,1,3,3,2,1,2
206,2,2,2,4,3,3,1,2,2,1,3,4,2,4,3,4,3,1,2,2,2,1,5,2,5,2,1,5,3,3,3,5,1,1,5,3,1,2,2,2,2,2,5,5,2,2,5,3,2,2,2,5,3,3,2,1,5,5,2,2
207,1,2,2,2,2,2,3,2,3,3,2,4,4,2,4,1,2,2,4,2,5,5,5,3,5,3,3,1,3,3,3,5,3,2,3,5,3,3,5,3,3,2,2,2,2,5,3,3,3,3,1,3,5,3,3,1,3,3,1,1
208,3,2,4,1,2,1,2,2,4,4,3,2,3,1,3,3,3,1,3,2,5,2,2,1,5,2,5,5,2,3,3,5,1,3,3,2,2,5,3,3,3,3,1,3,1,3,5,3,3,2,1,3,3,5,3,2,5,3,2,5
209,4,3,2,3,1,2,2,1,3,1,2,3,4,3,1,1,4,3,1,3,1,3,2,3,1,3,1,3,2,3,3,5,3,1,3,5,3,1,3,3,2,5,3,1,1,5,3,3,2,2,2,3,5,3,2,1,3,3,3,3
214,2,1,2,1,2,1,3,3,3,2,1,2,2,2,2,2,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
225,3,3,2,4,1,2,1,3,2,4,2,4,2,2,2,4,3,3,3,2,1,5,2,1,5,2,2,2,1,3,3,5,1,1,5,3,1,3,3,2,5,2,2,2,2,3,1,3,2,5,3,2,2,2,2,5,1,2,1,2
232,2,2,1,1,3,1,1,2,2,4,2,1,4,2,1,4,2,4,4,2,2,5,3,3,3,2,3,1,5,3,3,5,3,1,3,5,3,1,3,2,2,1,3,3,2,2,5,5,2,2,1,3,2,2,2,5,3,2,1,3
233,3,1,2,2,3,2,4,4,2,2,2,1,4,1,4,3,4,3,3,2,5,2,5,3,5,2,2,1,1,3,3,5,1,1,3,5,3,2,5,3,3,3,2,5,1,2,2,5,5,1,3,1,3,5,2,2,5,2,2,1
234,4,2,4,2,2,3,4,3,1,4,3,1,1,4,2,3,3,3,2,2,1,1,3,1,1,1,3,2,1,3,3,5,3,1,3,2,5,3,3,3,3,2,2,2,3,2,5,3,2,5,3,3,3,5,2,1,2,3,3,2
226,1,2,3,2,1,3,2,4,2,1,4,2,4,2,2,1,1,2,1,5,3,3,1,2,1,5,5,3,1,2,3,5,3,2,3,1,2,2,2,2,2,1,3,3,1,2,2,1,1,3,3,3,2,5,3,3,3,3,2,5
227,2,4,3,3,4,3,2,1,3,3,1,1,4,3,3,2,4,3,3,2,3,1,1,3,2,3,2,2,1,3,3,5,3,1,5,3,3,3,3,3,2,5,3,3,2,3,3,3,5,3,2,1,3,3,3,3,3,2,1,2
