1,1,5.298e+005,NaN,100,30,3,3,4,2,5,4,4,3,3,NaN,4,4,52,6.6,NaN,NaN,1
2,1,5.2881e+005,NaN,104,24,4,3,3,2,4,4,3,NaN,3,NaN,NaN,2,73,8.4,NaN,NaN,3
2,1,5.2949e+005,38.3,112,16,NaN,3,5,2,NaN,NaN,1,1,2,NaN,NaN,5,51,6,2,1,3
1,1,5.3385e+005,37.8,72,NaN,NaN,3,NaN,1,5,3,1,NaN,1,NaN,1,1,56,80,1,2,1
2,1,5.29e+005,38.6,52,NaN,1,1,1,1,3,3,2,1,1,NaN,1,3,32,6.6,1,5,1
1,9,5.2774e+006,39.2,146,96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
1,1,5.295e+005,NaN,88,NaN,3,3,6,2,5,3,3,1,3,NaN,4,5,63,6.5,3,NaN,2
2,9,5.2882e+006,39,150,72,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47,8.5,NaN,0.1,1
2,1,5.303e+005,38,60,12,3,1,3,1,3,3,1,1,1,NaN,2,2,47,7,NaN,NaN,1
1,1,5.3407e+005,NaN,120,NaN,3,4,4,1,4,4,4,1,1,NaN,NaN,5,52,67,2,2,3
1,1,5.3541e+005,35.4,140,24,3,3,4,2,4,4,NaN,2,1,NaN,NaN,5,57,69,3,2,3
2,1,5.2983e+005,NaN,120,NaN,4,3,4,2,5,4,4,1,1,NaN,4,5,60,6.5,3,NaN,2
1,1,5.2989e+005,37.9,60,15,3,NaN,4,2,5,4,4,2,2,NaN,4,5,65,7.5,NaN,NaN,1
2,1,5.2982e+005,37.5,48,16,1,1,1,1,1,1,1,1,1,NaN,1,NaN,37,6.5,NaN,NaN,1
1,1,5.2889e+005,38.9,80,44,3,3,3,2,2,3,3,2,2,7,3,1,54,6.5,3,NaN,2
2,1,5.2964e+005,37.2,84,48,3,3,5,2,4,1,2,1,2,NaN,2,1,73,5.5,2,4.1,2
2,1,5.2977e+005,38.6,46,NaN,1,1,2,1,1,3,2,1,1,NaN,NaN,2,49,9.1,1,1.6,1
1,1,5.2771e+005,37.4,84,36,1,NaN,3,2,3,3,2,NaN,NaN,NaN,4,5,NaN,NaN,3,NaN,2
2,1,5.2948e+005,NaN,NaN,NaN,1,1,3,1,1,3,1,NaN,NaN,NaN,2,2,43,7.7,NaN,NaN,1
2,1,5.3054e+005,38.6,40,20,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,6.4,NaN,NaN,1
2,1,5.2946e+005,40.3,114,36,3,3,1,2,2,3,3,2,1,7,1,5,57,8.1,3,4.5,3
1,9,5.2828e+006,38.6,160,20,3,NaN,5,1,3,3,4,3,NaN,NaN,4,NaN,38,NaN,2,NaN,2
1,1,5.2887e+005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,6.7,NaN,NaN,1
1,1,5.2964e+005,NaN,64,36,2,NaN,2,1,5,3,3,2,2,NaN,NaN,NaN,42,7.7,NaN,NaN,2
1,1,5.283e+005,NaN,NaN,20,4,3,3,NaN,5,4,3,2,NaN,NaN,4,4,53,5.9,3,NaN,2
2,1,5.289e+005,NaN,96,NaN,3,3,3,2,5,4,4,1,2,NaN,4,5,60,NaN,NaN,NaN,2
2,1,5.3044e+005,37.8,48,32,1,1,3,1,2,1,NaN,1,1,NaN,4,5,37,6.7,NaN,NaN,1
2,1,5.2796e+005,38.5,60,NaN,2,2,1,1,1,2,2,2,1,NaN,1,1,44,7.7,NaN,NaN,1
1,1,5.2863e+005,37.8,88,22,2,1,2,1,3,NaN,NaN,2,NaN,NaN,4,NaN,64,8,1,6,2
2,1,5.3429e+005,38.2,130,16,4,3,4,2,2,4,4,1,1,NaN,NaN,NaN,65,82,2,2,3
1,1,5.2967e+005,39,64,36,3,1,4,2,3,3,2,1,2,7,4,5,44,7.5,3,5,1
1,1,5.3489e+005,NaN,60,36,3,1,3,1,3,3,2,1,1,NaN,3,4,26,72,2,1,1
2,1,5.3478e+005,37.9,72,NaN,1,1,5,2,3,3,1,1,3,2,3,4,58,74,1,2,1
2,1,5.2893e+005,38.4,54,24,1,1,1,1,1,3,1,2,1,NaN,3,2,49,7.2,1,NaN,1
2,1,5.2978e+005,NaN,52,16,1,NaN,3,1,NaN,NaN,NaN,2,3,5.5,NaN,NaN,55,7.2,NaN,NaN,1
2,1,5.3028e+005,38,48,12,1,1,1,1,1,3,NaN,1,1,NaN,3,2,42,6.3,2,4.1,1
2,1,5.2821e+005,37,60,20,3,NaN,NaN,1,3,NaN,3,2,2,4.5,4,4,43,7.6,NaN,NaN,3
1,1,5.2942e+005,37.8,48,28,1,1,1,1,1,2,1,2,NaN,NaN,1,1,46,5.9,2,7,1
1,1,5.2993e+006,37.7,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
1,1,5.2847e+005,38.1,52,24,1,1,5,1,4,3,1,2,3,7,1,NaN,54,7.5,2,2.6,2
1,9,5.2929e+006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,4.9,NaN,NaN,2
1,9,5.3409e+005,39.7,100,NaN,3,3,5,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,48,57,2,2,3
1,1,5.3462e+005,37.6,38,20,3,3,1,1,3,3,2,NaN,NaN,NaN,3,NaN,37,68,NaN,NaN,1
2,1,5.3475e+005,38.7,52,20,2,NaN,1,1,1,1,1,1,1,NaN,1,1,33,77,NaN,NaN,1
1,1,5.3069e+005,NaN,NaN,NaN,3,3,3,3,5,3,3,3,2,NaN,4,5,46,5.9,NaN,NaN,2
1,1,5.2746e+005,37.5,96,18,1,3,6,2,3,4,2,2,3,5,NaN,4,69,8.9,3,NaN,1
1,1,5.2752e+005,36.4,98,35,3,3,4,1,4,3,2,NaN,NaN,NaN,4,4,47,6.4,3,3.6,2
1,1,5.3476e+005,37.3,40,NaN,NaN,3,1,1,2,3,2,3,1,NaN,3,5,36,NaN,3,2,1
1,9,5.2908e+006,38.1,100,80,3,1,2,1,3,4,1,NaN,NaN,NaN,1,NaN,36,5.7,NaN,NaN,1
1,1,5.2798e+006,38,NaN,24,3,3,6,2,5,NaN,4,1,1,NaN,NaN,NaN,68,7.8,NaN,NaN,2
1,1,5.2985e+005,37.8,60,80,1,3,2,2,2,3,3,NaN,2,5.5,4,NaN,40,4.5,2,NaN,1
2,1,5.293e+005,38,54,30,2,3,3,3,3,1,2,2,2,NaN,NaN,4,45,6.2,NaN,NaN,1
1,1,5.2939e+005,NaN,88,40,3,3,4,2,5,4,3,3,NaN,NaN,4,5,50,7.7,3,1.4,2
2,1,5.2801e+005,NaN,40,16,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50,7,2,3.9,3
2,1,5.297e+005,39,64,40,1,1,5,1,3,3,2,2,1,NaN,3,3,42,7.5,2,2.3,1
2,1,5.3538e+005,38.3,42,10,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,38,61,NaN,NaN,1
2,1,5.342e+005,38,52,16,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,3,1,1,1,53,86,NaN,NaN,1
2,1,5.2946e+005,40.3,114,36,3,3,1,2,2,3,3,2,1,7,1,5,57,8.1,3,4.5,2
2,1,5.3025e+005,38.8,50,20,3,1,1,1,1,1,1,2,1,NaN,3,1,42,6.2,NaN,NaN,1
2,1,5.3031e+005,NaN,NaN,NaN,3,3,1,1,5,3,3,1,1,NaN,4,5,38,6.5,NaN,NaN,2
2,1,5.2873e+005,37.5,48,30,4,1,3,1,NaN,2,1,1,1,NaN,1,1,48,8.6,NaN,NaN,1
1,1,5.3516e+005,37.3,48,20,NaN,1,2,1,3,3,3,2,1,NaN,3,5,41,69,NaN,NaN,1
2,1,5.3032e+005,NaN,84,36,NaN,NaN,3,1,NaN,3,1,2,1,NaN,3,2,44,8.5,NaN,NaN,1
1,1,5.3415e+005,38.1,88,32,3,3,4,1,2,3,3,NaN,3,1,4,5,55,60,NaN,NaN,3
2,1,5.3414e+005,37.7,44,40,2,1,3,1,1,3,2,1,1,NaN,1,5,41,60,NaN,NaN,1
2,1,5.3e+005,39.6,108,51,3,3,6,2,2,4,3,1,2,NaN,3,5,59,8,2,2.6,1
1,1,5.3536e+005,38.2,40,16,3,3,1,1,1,3,NaN,NaN,NaN,NaN,1,1,34,66,NaN,NaN,1
1,1,5.349e+005,NaN,60,20,4,3,4,2,5,4,NaN,NaN,1,NaN,4,5,NaN,NaN,NaN,NaN,3
2,1,5.3494e+005,38.3,40,16,3,NaN,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37,57,NaN,NaN,1
1,9,5.2925e+006,38,140,68,1,1,1,1,3,3,2,NaN,NaN,NaN,2,1,39,5.3,NaN,NaN,1
1,1,5.2756e+005,37.8,52,24,1,3,3,1,4,4,1,2,3,5.7,2,5,48,6.6,1,3.7,2
1,1,5.3038e+005,NaN,70,36,1,NaN,3,2,2,3,2,2,NaN,NaN,4,5,36,7.3,NaN,NaN,1
1,1,5.2867e+005,38.3,52,96,NaN,3,3,1,NaN,NaN,NaN,1,1,NaN,1,NaN,43,6.1,NaN,NaN,1
2,1,5.2976e+005,37.3,50,32,1,1,3,1,1,3,2,NaN,NaN,NaN,1,NaN,44,7,NaN,NaN,1
1,1,5.337e+005,38.7,60,32,4,3,2,2,4,4,4,NaN,NaN,NaN,4,5,53,64,3,2,3
1,9,5.2974e+006,38.4,84,40,3,3,2,1,3,3,3,1,1,NaN,NaN,NaN,36,6.6,2,2.8,2
1,1,5.2754e+005,NaN,70,16,3,4,5,2,2,3,2,2,1,NaN,4,5,60,7.5,NaN,NaN,2
1,1,5.3374e+005,38.3,40,16,3,NaN,NaN,1,1,3,2,NaN,NaN,NaN,NaN,NaN,38,58,1,2,1
1,1,5.3496e+005,NaN,40,NaN,2,1,1,1,1,3,1,1,1,NaN,NaN,5,39,56,NaN,NaN,1
1,1,5.2793e+005,36.8,60,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,2
1,1,5.3235e+005,38.4,44,24,3,NaN,4,NaN,5,4,3,2,1,NaN,4,5,50,77,NaN,NaN,1
2,1,5.3372e+005,NaN,NaN,40,3,1,1,1,3,3,2,NaN,NaN,NaN,NaN,NaN,45,70,NaN,NaN,1
1,1,5.3521e+005,38,44,12,1,1,1,1,3,3,3,2,1,NaN,4,5,42,65,NaN,NaN,1
2,1,5.2905e+006,39.5,NaN,NaN,3,3,4,2,3,4,3,NaN,3,5.5,4,5,NaN,6.7,1,NaN,3
1,1,5.3398e+005,36.5,78,30,1,NaN,1,1,5,3,1,NaN,1,NaN,NaN,NaN,34,75,2,1,1
2,1,5.3517e+005,38.1,56,20,2,1,2,1,1,3,1,1,1,NaN,NaN,NaN,46,70,NaN,NaN,1
1,1,5.2868e+005,39.4,54,66,1,1,2,1,2,3,2,1,1,NaN,3,4,39,6,2,NaN,1
1,1,5.3456e+005,38.3,80,40,NaN,NaN,6,2,4,3,1,NaN,2,NaN,1,4,67,10.2,2,1,3
2,1,5.3458e+005,38.7,40,28,2,1,1,1,3,1,1,NaN,NaN,NaN,1,NaN,39,62,1,1,1
1,1,5.3036e+005,38.2,64,24,1,1,3,1,4,4,3,2,1,NaN,4,4,45,7.5,1,2,2
2,1,5.2984e+005,37.6,48,20,3,1,4,1,1,1,3,2,1,NaN,1,1,37,5.5,NaN,NaN,3
1,1,5.2846e+005,38,42,68,4,1,1,1,3,3,2,2,2,NaN,4,4,41,7.6,NaN,NaN,1
1,1,5.3038e+005,38.7,NaN,NaN,3,1,3,1,5,4,2,NaN,NaN,NaN,NaN,NaN,33,6.5,2,NaN,1
1,1,5.2625e+006,37.4,50,32,3,3,NaN,1,4,4,1,2,1,NaN,1,NaN,45,7.9,2,1,1
1,1,5.3533e+005,37.4,84,20,NaN,NaN,3,1,2,3,3,NaN,NaN,NaN,NaN,NaN,31,61,NaN,1,3
1,1,5.277e+005,38.4,49,NaN,NaN,NaN,1,1,NaN,NaN,1,2,1,NaN,NaN,NaN,44,7.6,NaN,NaN,1
1,1,5.2896e+005,37.8,30,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
2,1,5.3067e+005,37.6,88,36,3,1,1,1,3,3,2,1,3,1.5,NaN,NaN,44,6,NaN,NaN,2
NaN,1,5.3457e+005,38,48,20,3,1,3,1,4,3,1,2,1,NaN,3,5,43,73,2,1,NaN
2,1,5.3029e+005,37.9,40,24,1,1,1,1,2,3,1,NaN,NaN,NaN,NaN,3,40,5.7,NaN,NaN,1
1,1,5.2752e+005,NaN,100,NaN,3,NaN,4,2,5,4,NaN,2,NaN,NaN,2,NaN,59,6.3,NaN,NaN,2
1,9,5.2872e+006,38.1,136,48,3,3,3,1,5,1,3,2,2,4.4,2,NaN,33,4.9,2,2.9,2
1,1,5.3069e+005,NaN,NaN,NaN,3,3,3,2,5,3,3,3,2,NaN,4,5,46,5.9,NaN,NaN,2
1,1,5.3432e+005,38,48,NaN,1,1,1,1,1,2,4,2,2,NaN,4,5,NaN,NaN,NaN,NaN,1
2,1,5.3235e+005,38,56,NaN,1,2,3,1,1,1,1,1,1,NaN,1,1,42,71,NaN,NaN,1
2,1,5.3449e+005,38,60,32,1,1,NaN,1,3,3,NaN,1,1,NaN,NaN,NaN,50,7,1,1,1
1,1,5.2996e+005,38.1,44,9,3,1,1,1,2,2,1,1,1,NaN,4,5,31,7.3,NaN,NaN,1
2,1,5.2298e+005,36,42,30,NaN,NaN,5,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64,6.8,NaN,NaN,2
1,1,5.304e+005,NaN,120,NaN,4,3,6,2,5,4,4,NaN,NaN,NaN,4,5,57,4.5,3,3.9,2
1,1,5.2942e+005,37.8,48,28,1,1,1,2,1,2,1,2,NaN,NaN,1,1,46,5.9,2,7,1
1,1,5.3452e+005,37.1,84,40,3,3,6,1,2,4,4,3,2,2,4,5,75,81,NaN,NaN,3
2,1,5.3525e+005,NaN,80,32,3,3,2,1,2,3,3,2,1,NaN,3,NaN,50,80,NaN,NaN,1
1,1,5.3412e+005,38.2,48,NaN,1,3,3,1,3,4,4,1,3,2,4,5,42,71,NaN,NaN,1
2,1,5.3e+005,38,44,12,2,1,3,1,3,4,3,1,2,6.5,1,4,33,6.5,NaN,NaN,2
1,1,5.2927e+005,38.3,132,NaN,NaN,3,6,2,2,4,2,2,3,6.2,4,4,57,8,NaN,5.2,1
2,1,5.3531e+005,38.7,48,24,NaN,NaN,NaN,NaN,1,1,NaN,1,1,NaN,1,NaN,34,63,NaN,NaN,1
2,1,5.3379e+005,38.9,44,14,3,1,1,1,2,3,2,NaN,NaN,NaN,NaN,2,33,64,NaN,NaN,1
1,1,5.294e+005,39.3,NaN,NaN,4,3,6,2,4,4,2,1,3,4,4,4,75,NaN,3,4.3,2
1,1,5.3384e+005,NaN,100,NaN,3,3,4,2,NaN,4,4,2,1,2,NaN,NaN,68,64,3,2,1
2,1,5.288e+005,38.6,48,20,3,1,1,1,1,3,2,2,1,NaN,3,2,50,7.3,1,NaN,1
2,1,5.3516e+005,38.8,48,40,1,1,3,1,3,3,4,2,NaN,NaN,NaN,5,41,65,NaN,NaN,1
2,1,5.2825e+005,38,48,20,3,3,4,1,1,4,2,2,NaN,5,NaN,2,49,8.3,1,NaN,1
2,1,5.29e+005,38.6,52,20,1,1,1,1,3,3,2,1,1,NaN,1,3,36,6.6,1,5,1
1,1,5.3393e+005,37.8,60,24,1,NaN,3,2,NaN,4,4,2,3,2,NaN,5,52,75,NaN,NaN,3
2,1,5.2825e+005,38,42,40,3,1,1,1,3,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
2,1,5.2813e+005,NaN,NaN,12,1,1,2,1,2,1,2,3,1,NaN,1,3,44,7.5,2,NaN,1
1,1,5.2792e+005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,NaN,1,1,NaN,NaN,5,35,58,2,1,1
1,1,5.3043e+005,38.3,42,24,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,8.5,NaN,NaN,2
2,1,5.3518e+005,39.5,60,10,3,NaN,NaN,2,3,3,2,2,1,NaN,3,NaN,38,56,1,NaN,1
1,1,5.3394e+005,38,66,20,1,3,3,1,5,3,1,1,1,NaN,3,NaN,46,46,3,2,3
1,1,5.2852e+005,38.7,76,NaN,1,1,5,2,3,3,2,2,2,NaN,4,4,50,8,NaN,NaN,1
1,1,5.3493e+005,39.4,120,48,NaN,NaN,5,1,NaN,3,3,1,NaN,NaN,4,NaN,56,64,1,2,3
1,1,5.2792e+005,38.3,40,18,1,1,1,1,3,1,1,NaN,NaN,NaN,2,1,43,5.9,1,NaN,1
2,1,5.283e+005,NaN,44,24,1,1,1,1,3,3,1,2,1,NaN,NaN,1,NaN,6.3,NaN,NaN,1
1,1,5.3025e+005,38.4,104,40,1,1,3,1,2,4,2,2,3,6.5,NaN,4,55,8.5,NaN,NaN,1
1,1,5.3509e+005,NaN,65,24,NaN,NaN,NaN,2,5,NaN,4,3,1,NaN,NaN,5,NaN,NaN,NaN,NaN,3
2,1,5.3299e+005,37.5,44,20,1,1,3,1,NaN,1,1,NaN,NaN,NaN,1,NaN,35,7.2,NaN,NaN,1
2,1,5.2768e+005,39,86,16,3,3,5,NaN,3,3,3,NaN,2,NaN,NaN,NaN,68,5.8,3,6,2
1,1,5.3529e+005,38.5,129,48,3,3,3,1,2,4,3,1,3,2,NaN,NaN,57,66,3,2,1
1,1,5.2973e+005,NaN,104,NaN,3,3,5,2,2,4,3,NaN,3,NaN,4,4,69,8.6,2,3.4,2
2,1,5.1848e+005,NaN,NaN,NaN,3,4,6,NaN,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2
1,1,5.2793e+005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
1,1,5.3513e+005,38.2,60,30,1,1,3,1,3,3,1,2,1,NaN,3,2,48,66,NaN,NaN,1
1,1,5.2319e+005,NaN,68,14,NaN,NaN,4,1,4,NaN,NaN,NaN,1,4.3,NaN,NaN,NaN,NaN,2,2.8,2
1,1,5.3397e+005,NaN,60,30,3,3,4,2,5,4,4,1,1,NaN,4,NaN,45,70,3,2,1
2,1,5.2815e+005,38.5,100,NaN,3,3,5,2,4,3,4,2,1,NaN,4,5,NaN,NaN,NaN,NaN,3
1,1,5.3024e+005,38.4,84,30,3,1,5,2,4,3,3,2,3,6.5,4,4,47,7.5,3,NaN,2
2,1,5.2831e+005,37.8,48,14,NaN,NaN,1,1,3,NaN,2,1,3,5.3,1,NaN,35,7.5,NaN,NaN,1
1,1,5.2798e+006,38,NaN,24,3,3,6,2,5,NaN,4,1,1,NaN,NaN,NaN,68,7.8,NaN,NaN,2
2,1,5.3486e+005,37.8,56,16,1,1,2,1,2,1,1,2,1,NaN,1,NaN,44,68,1,1,1
2,1,5.3405e+005,38.2,68,32,2,2,2,1,1,1,1,3,1,NaN,1,1,43,65,NaN,NaN,1
1,1,5.3483e+005,38.5,120,60,4,3,6,2,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,54,NaN,NaN,NaN,1
1,1,5.2783e+006,39.3,64,90,2,3,1,1,NaN,3,1,1,2,NaN,NaN,NaN,39,6.7,NaN,NaN,1
1,1,5.2737e+005,38.4,80,30,4,3,1,1,3,3,3,3,3,NaN,4,5,32,6.1,3,4.3,1
1,1,5.3389e+005,38.5,60,NaN,1,1,NaN,1,NaN,1,1,NaN,NaN,NaN,NaN,NaN,33,53,1,NaN,1
1,1,5.2996e+006,38.3,60,16,3,1,1,1,2,1,1,2,2,3,1,4,30,6,1,3,1
1,1,5.2874e+005,37.1,40,8,NaN,1,4,1,3,3,1,1,1,NaN,3,3,23,6.7,3,NaN,1
2,9,5.2873e+006,NaN,100,44,2,1,1,1,4,1,1,NaN,NaN,NaN,1,NaN,37,4.7,NaN,NaN,1
1,1,5.3479e+005,38.2,48,18,1,1,1,1,3,3,3,1,2,NaN,4,NaN,48,74,1,2,1
1,1,5.2937e+005,NaN,60,48,3,3,4,2,4,3,4,NaN,NaN,NaN,NaN,NaN,58,7.6,NaN,NaN,2
2,1,5.3416e+005,37.9,88,24,1,1,2,1,2,2,1,NaN,NaN,NaN,4,1,37,56,NaN,NaN,1
2,1,5.337e+005,38,44,12,3,1,1,NaN,NaN,1,2,NaN,NaN,NaN,1,NaN,42,64,NaN,NaN,1
2,1,5.2963e+005,38.5,60,20,1,1,5,2,2,2,1,2,1,NaN,2,3,63,7.5,2,2.3,3
2,1,5.214e+005,38.5,96,36,3,3,NaN,2,2,4,2,1,2,NaN,4,5,70,8.5,NaN,NaN,2
2,1,5.3389e+005,38.3,60,20,1,1,1,2,1,3,1,NaN,NaN,NaN,3,NaN,34,66,NaN,NaN,1
2,1,5.3416e+005,38.5,60,40,3,1,2,1,2,1,2,NaN,NaN,NaN,3,2,49,59,NaN,NaN,1
1,1,5.2805e+005,37.3,48,12,1,NaN,3,1,3,1,3,2,1,NaN,3,3,40,6.6,2,NaN,1
1,1,5.2864e+005,38.5,86,NaN,1,1,3,1,4,4,3,2,1,NaN,3,5,45,7.4,1,3.4,2
1,1,5.3407e+005,37.5,48,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,5,41,55,3,2,3
2,1,5.2969e+005,37.2,36,9,1,1,1,1,2,3,1,2,1,NaN,4,1,35,5.7,NaN,NaN,1
1,1,5.2953e+005,39.2,NaN,23,3,1,3,1,4,4,2,2,NaN,NaN,NaN,NaN,36,6.6,1,3,1
2,1,5.2815e+005,38.5,100,NaN,3,3,5,2,4,3,4,2,1,NaN,4,5,NaN,NaN,NaN,NaN,3
1,1,5.3514e+005,38.5,96,30,2,3,4,2,4,4,3,2,1,NaN,3,5,50,65,NaN,NaN,1
1,1,5.303e+005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,8.7,NaN,NaN,2
1,1,5.3534e+005,37.8,88,80,3,3,5,2,NaN,3,3,2,3,NaN,4,5,64,89,NaN,NaN,3
2,1,5.3448e+005,37.5,44,10,3,1,1,1,3,1,2,2,NaN,NaN,3,3,43,51,1,1,1
1,1,5.304e+005,37.9,68,20,NaN,1,2,1,2,4,2,NaN,NaN,NaN,1,5,45,4,3,2.8,2
1,1,5.2989e+005,38,86,24,4,3,4,1,2,4,4,1,1,NaN,4,5,45,5.5,1,10.1,2
1,9,5.2944e+006,38.9,120,30,1,3,2,2,3,3,3,3,1,3,NaN,NaN,47,6.3,1,NaN,1
1,1,5.2818e+005,37.6,45,12,3,1,3,1,NaN,2,2,2,1,NaN,1,4,39,7,2,1.5,1
