45,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
46,0,0,1,0,0,1,1,0,0,0,0,0,6,0,0,0
47,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
48,1,0,0,1,0,1,1,1,1,1,0,0,4,1,0,1
49,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0
50,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
51,1,0,1,0,1,0,0,0,0,1,0,0,6,0,0,0
52,0,0,1,0,0,1,1,1,1,1,0,0,4,1,0,0
53,0,0,1,0,0,1,1,0,0,0,0,0,8,0,0,1
54,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,0
55,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,1
56,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,1
57,0,1,1,0,1,0,0,0,1,1,0,0,2,1,1,0
58,0,1,1,0,0,1,1,0,1,1,0,0,2,1,0,1
59,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
60,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
61,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
62,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
63,1,0,1,1,0,1,1,0,1,1,0,0,4,1,0,1
64,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
65,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1
66,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1
67,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
68,1,0,0,1,0,0,1,1,1,1,0,0,4,1,1,1
69,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
70,1,0,0,1,0,0,0,1,1,1,0,0,4,1,1,1
71,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,1
72,0,0,0,0,0,0,1,0,0,1,1,0,8,1,0,0
73,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
74,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1
75,1,0,0,1,0,1,1,1,1,1,0,1,2,1,0,1
76,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0
77,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
78,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0
79,0,1,1,0,1,1,1,0,1,1,0,0,2,1,0,0
80,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0
81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
82,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0
83,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
84,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,0
85,0,0,1,0,0,1,1,0,0,0,0,0,5,0,0,0
86,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1
87,0,1,1,0,1,1,0,0,1,1,0,0,2,1,0,1
88,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0
89,0,0,1,0,0,1,0,1,1,1,0,0,4,0,0,0
90,0,0,1,0,0,0,0,0,1,1,0,0,4,1,0,1
91,0,0,1,0,0,0,1,1,1,1,0,0,4,1,0,0
92,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
93,1,0,0,1,1,0,0,1,1,1,0,0,2,1,0,0
94,1,0,0,1,0,0,0,1,1,1,0,0,4,1,0,0
95,0,1,1,0,1,0,1,0,1,1,0,0,2,1,0,1
96,1,0,0,1,0,0,0,1,1,1,0,0,2,1,0,1
97,1,0,1,0,1,0,0,0,0,1,1,0,6,0,0,0
98,1,0,0,1,0,0,1,1,1,1,0,0,4,1,0,1
99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
100,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0,0
